Date,Open,High,Low,Close,Shares Traded(Cr),Turnover (Rs Cr),Price/Earnings,Price/Bookvalue,Dividend Yield
9-January-1991,1007.66,1013.80,998.09,1008.52,-,-,16.96,2.58,1.61,
11-January-1991,1000.51,1034.30,997.04,1034.30,-,-,17.40,2.64,1.57,
14-January-1991,1012.80,1017.98,1004.91,1017.72,-,-,17.12,2.60,1.60,
23-January-1991,1014.36,1014.36,998.77,1001.38,-,-,16.84,2.56,1.62,
24-January-1991,991.28,991.28,967.69,971.80,-,-,16.34,2.48,1.67,
25-January-1991,966.31,966.31,947.14,956.11,-,-,16.09,2.44,1.70,
31-January-1991,993.54,996.62,981.97,982.32,-,-,16.53,2.51,1.65,
1-February-1991,987.11,1021.95,983.23,1021.95,-,-,17.20,2.61,1.59,
4-February-1991,1035.13,1059.20,1035.13,1052.04,-,-,17.71,2.69,1.54,
5-February-1991,1064.84,1074.46,1062.06,1070.29,-,-,18.01,2.73,1.52,
6-February-1991,1079.99,1079.99,1056.67,1061.87,-,-,17.87,2.71,1.53,
7-February-1991,1045.91,1045.91,1023.17,1039.45,-,-,17.48,2.65,1.56,
8-February-1991,1037.50,1038.35,1030.23,1030.23,-,-,17.34,2.63,1.58,
11-February-1991,1015.55,1016.11,1010.35,1013.50,-,-,17.05,2.59,1.60,
13-February-1991,1006.15,1014.28,1002.88,1004.94,-,-,16.91,2.57,1.62,
14-February-1991,1009.24,1024.89,1009.24,1024.23,-,-,17.24,2.62,1.59,
15-February-1991,1028.55,1039.78,1028.55,1039.60,-,-,17.50,2.66,1.56,
19-February-1991,1118.20,1149.89,1112.67,1149.89,-,-,19.37,2.94,1.41,
20-February-1991,1124.30,1148.32,1124.30,1148.33,-,-,18.95,2.93,1.42,
21-February-1991,1170.21,1170.82,1147.14,1153.29,-,-,19.21,2.95,1.41,
22-February-1991,1194.36,1194.36,1177.87,1179.33,-,-,19.64,3.01,1.38,
25-February-1991,1177.87,1177.87,1177.87,1177.87,-,-,19.62,2.62,1.58,
26-February-1991,1191.36,1219.68,1191.36,1205.20,-,-,20.08,3.08,1.35,
27-February-1991,1202.63,1221.55,1196.46,1221.55,-,-,20.35,3.12,1.33,
28-February-1991,1242.26,1249.36,1220.41,1220.41,-,-,20.33,3.12,1.33,
4-March-1991,1200.43,1231.29,1191.13,1225.44,-,-,20.42,3.13,1.33,
5-March-1991,1219.68,1251.07,1219.68,1245.93,-,-,20.76,3.18,1.30,
7-March-1991,1158.55,1158.55,1137.59,1151.05,-,-,19.18,2.94,1.41,
8-March-1991,1156.90,1191.05,1154.88,1191.05,-,-,19.85,3.04,1.36,
11-March-1991,1171.23,1174.72,1158.55,1174.72,-,-,19.58,3.00,1.38,
12-March-1991,1157.59,1165.90,1151.51,1165.90,-,-,19.43,2.98,1.39,
13-March-1991,1170.21,1188.91,1160.08,1160.08,-,-,19.33,2.96,1.40,
14-March-1991,1150.54,1196.48,1150.54,1196.48,-,-,19.94,3.06,1.36,
15-March-1991,1214.08,1229.79,1204.69,1206.75,-,-,20.11,3.08,1.35,
18-March-1991,1181.58,1187.85,1170.63,1171.08,-,-,19.52,2.99,1.39,
20-March-1991,1180.92,1182.72,1169.02,1171.92,-,-,19.53,2.99,1.39,
21-March-1991,1144.87,1165.44,1144.87,1165.20,-,-,19.42,2.98,1.39,
22-March-1991,1198.30,1201.80,1171.31,1171.59,-,-,19.53,2.99,1.39,
25-March-1991,1158.51,1160.66,1152.53,1155.46,-,-,19.26,2.95,1.41,
26-March-1991,1151.54,1171.20,1151.33,1170.59,-,-,19.51,2.99,1.39,
27-March-1991,1175.55,1189.87,1167.61,1167.97,-,-,19.47,2.98,1.39,
1-April-1991,1179.18,1198.64,1179.18,1193.61,-,-,20.05,3.05,1.36,
2-April-1991,1204.02,1211.12,1198.10,1209.23,-,-,20.31,3.11,1.33,
3-April-1991,1217.01,1217.76,1202.54,1202.90,-,-,20.20,3.08,1.37,
4-April-1991,1194.91,1200.64,1194.91,1197.12,-,-,20.11,3.07,1.38,
5-April-1991,1212.85,1219.83,1207.18,1218.12,-,-,20.46,3.12,1.35,
8-April-1991,1222.47,1241.02,1218.07,1238.70,-,-,20.81,3.18,1.33,
9-April-1991,1250.59,1256.80,1238.84,1240.53,-,-,20.83,3.19,1.33,
11-April-1991,1239.39,1259.28,1236.84,1259.28,-,-,21.15,3.24,1.31,
12-April-1991,1279.60,1300.45,1279.60,1288.02,-,-,21.63,3.31,1.28,
15-April-1991,1306.70,1316.38,1298.91,1302.50,-,-,21.88,3.35,1.27,
16-April-1991,1299.26,1299.26,1262.98,1274.97,-,-,21.41,3.28,1.29,
18-April-1991,1260.53,1276.85,1256.14,1271.62,-,-,21.36,3.27,1.30,
19-April-1991,1278.41,1291.64,1278.41,1283.94,-,-,21.57,3.30,1.28,
22-April-1991,1273.89,1288.33,1273.78,1287.27,-,-,21.63,3.31,1.28,
23-April-1991,1273.35,1289.08,1273.35,1276.94,-,-,21.45,3.28,1.29,
24-April-1991,1270.21,1282.81,1264.76,1274.56,-,-,21.41,3.28,1.29,
25-April-1991,1291.95,1300.55,1291.95,1296.54,-,-,21.78,3.33,1.27,
26-April-1991,1304.10,1304.11,1286.46,1286.59,-,-,21.62,3.31,1.28,
29-April-1991,1275.09,1275.09,1258.88,1267.46,-,-,21.30,3.26,1.30,
30-April-1991,1263.85,1263.85,1235.11,1235.11,-,-,20.76,3.18,1.33,
3-May-1991,1269.39,1278.12,1264.39,1272.09,-,-,21.38,3.27,1.30,
6-May-1991,1264.76,1267.65,1253.21,1255.42,-,-,21.10,3.23,1.31,
7-May-1991,1239.96,1257.25,1239.96,1255.04,-,-,21.09,3.23,1.31,
8-May-1991,1272.82,1272.82,1265.77,1266.34,-,-,21.28,3.26,1.30,
9-May-1991,1254.69,1269.62,1253.69,1260.29,-,-,21.18,3.24,1.31,
10-May-1991,1278.10,1288.35,1277.92,1288.35,-,-,21.65,3.31,1.28,
13-May-1991,1296.52,1302.36,1289.13,1289.13,-,-,21.66,3.31,1.28,
14-May-1991,1283.04,1292.93,1280.18,1292.83,-,-,21.72,3.32,1.27,
16-May-1991,1297.75,1304.13,1291.13,1291.50,-,-,21.70,3.32,1.28,
17-May-1991,1308.79,1310.11,1297.61,1297.69,-,-,21.81,3.34,1.27,
20-May-1991,1289.99,1289.99,1282.12,1284.25,-,-,21.58,3.30,1.28,
21-May-1991,1293.04,1320.54,1293.04,1320.54,-,-,22.19,3.39,1.25,
23-May-1991,1295.40,1321.88,1294.24,1314.89,-,-,22.09,3.37,1.25,
27-May-1991,1315.03,1324.76,1313.31,1317.90,-,-,22.14,3.38,1.25,
29-May-1991,0.00,0.00,0.00,1327.33,-,-,22.41,3.40,1.24,
30-May-1991,1337.33,1338.46,1325.02,1335.48,-,-,22.44,3.42,1.23,
31-May-1991,1308.64,1327.86,1307.34,1307.34,-,-,21.96,3.34,1.26,
3-June-1991,1302.82,1302.82,1287.34,1287.95,-,-,21.64,3.30,1.28,
4-June-1991,1289.36,1295.00,1289.36,1290.07,-,-,21.42,3.30,1.28,
5-June-1991,1295.54,1295.54,1283.30,1284.81,-,-,21.33,3.28,1.28,
6-June-1991,1291.34,1291.76,1270.03,1272.97,-,-,21.14,3.26,1.30,
7-June-1991,1271.27,1271.27,1246.13,1248.31,-,-,20.73,3.19,1.32,
11-June-1991,1260.17,1263.71,1252.70,1261.64,-,-,20.95,3.23,1.31,
12-June-1991,1274.39,1291.51,1274.39,1288.25,-,-,21.39,3.29,1.28,
13-June-1991,1293.42,1296.22,1273.68,1275.15,-,-,21.18,3.26,1.29,
14-June-1991,1271.43,1293.44,1267.90,1292.81,-,-,21.47,3.31,1.28,
17-June-1991,1317.09,1323.39,1307.05,1307.22,-,-,21.17,3.32,1.27,
18-June-1991,1322.13,1335.21,1318.20,1335.21,-,-,22.17,3.38,1.25,
19-June-1991,1327.70,1331.24,1324.42,1325.46,-,-,22.01,3.36,1.26,
20-June-1991,1331.33,1341.58,1331.33,1336.75,-,-,22.20,3.39,1.24,
21-June-1991,1371.85,1372.25,1353.32,1361.72,-,-,22.61,3.45,1.22,
24-June-1991,1340.20,1340.20,1303.38,1305.33,-,-,21.68,3.31,1.27,
25-June-1991,1288.91,1303.72,1288.91,1301.85,-,-,21.62,3.30,1.28,
26-June-1991,1298.61,1301.06,1271.23,1272.54,-,-,21.14,3.23,1.31,
27-June-1991,1255.14,1290.43,1245.15,1289.94,-,-,21.43,3.27,1.29,
28-June-1991,1288.25,1292.59,1267.50,1269.91,-,-,21.09,3.22,1.33,
1-July-1991,1253.08,1275.23,1251.98,1275.23,-,-,21.18,3.28,1.30,
2-July-1991,1279.88,1293.43,1276.82,1293.67,-,-,21.19,3.28,1.30,
3-July-1991,1310.20,1327.04,1310.20,1312.87,-,-,21.50,3.33,1.28,
4-July-1991,1305.44,1306.01,1292.20,1298.66,-,-,21.27,3.29,1.30,
5-July-1991,1322.89,1359.32,1322.89,1357.32,-,-,22.23,3.44,1.24,
8-July-1991,1351.17,1385.27,1351.17,1363.99,-,-,22.34,3.46,1.24,
9-July-1991,1368.31,1381.41,1360.22,1369.06,-,-,22.42,3.47,1.23,
10-July-1991,1394.97,1404.69,1388.80,1388.80,-,-,22.75,3.52,1.21,
11-July-1991,1403.96,1438.26,1403.96,1420.75,-,-,23.27,3.60,1.19,
12-July-1991,1447.64,1456.50,1436.70,1441.85,-,-,23.61,3.66,1.17,
15-July-1991,1421.77,1421.77,1406.32,1407.35,-,-,23.04,3.57,1.20,
16-July-1991,1398.95,1432.82,1398.85,1431.75,-,-,23.44,3.63,1.18,
17-July-1991,0.00,0.00,0.00,1442.54,-,-,23.62,3.66,1.17,
19-July-1991,1424.94,1455.76,1424.62,1455.48,-,-,23.00,3.62,1.18,
22-July-1991,1439.75,1441.33,1417.04,1419.31,-,-,22.43,3.53,1.21,
24-July-1991,1481.95,1488.47,1465.94,1485.76,-,-,23.29,3.69,1.16,
25-July-1991,1513.88,1561.08,1513.88,1555.43,-,-,24.59,3.87,1.10,
26-July-1991,1604.23,1630.27,1596.46,1599.98,-,-,25.33,3.98,1.07,
29-July-1991,1646.53,1679.95,1636.74,1637.70,-,-,25.91,4.01,1.12,
30-July-1991,1637.36,1650.28,1637.36,1647.00,-,-,26.06,4.03,1.11,
31-July-1991,1614.00,1637.39,1606.79,1632.67,-,-,25.84,3.99,1.12,
1-August-1991,1647.29,1677.68,1646.54,1649.01,-,-,26.10,4.03,1.11,
2-August-1991,1703.15,1703.15,1680.62,1680.62,-,-,26.01,4.11,1.09,
5-August-1991,1664.58,1693.18,1655.13,1680.69,-,-,26.01,4.11,1.09,
7-August-1991,1685.46,1691.82,1652.17,1657.44,-,-,25.65,3.99,1.11,
8-August-1991,1623.30,1632.90,1598.85,1632.90,-,-,25.27,3.97,1.13,
9-August-1991,1658.16,1666.55,1649.73,1663.57,-,-,25.43,4.04,1.11,
12-August-1991,1659.46,1666.75,1659.46,1664.06,-,-,25.43,4.04,1.11,
13-August-1991,1688.63,1705.78,1685.03,1687.24,-,-,25.79,4.10,1.10,
14-August-1991,1699.72,1706.66,1690.47,1705.63,-,-,26.06,4.15,1.10,
16-August-1991,1724.06,1740.04,1720.31,1727.07,-,-,26.38,4.20,1.08,
19-August-1991,1755.63,1757.44,1726.81,1749.91,-,-,26.72,4.24,1.06,
20-August-1991,1723.37,1727.40,1704.21,1709.43,-,-,25.88,4.14,1.08,
21-August-1991,1692.21,1711.16,1692.21,1707.77,-,-,25.87,4.14,1.09,
22-August-1991,1768.18,1777.91,1752.30,1752.30,-,-,26.53,4.25,1.06,
23-August-1991,1755.71,1810.35,1755.71,1802.81,-,-,27.30,4.37,1.02,
26-August-1991,1849.41,1861.94,1841.02,1844.82,-,-,27.94,4.47,1.00,
27-August-1991,1805.17,1818.15,1795.98,1813.68,-,-,27.47,4.32,1.06,
28-August-1991,1827.90,1847.15,1827.59,1827.59,-,-,27.68,4.35,1.05,
30-August-1991,1759.26,1806.06,1759.26,1795.99,-,-,24.96,4.28,1.07,
3-September-1991,1802.43,1804.76,1760.30,1764.36,-,-,24.51,4.20,1.09,
4-September-1991,1740.93,1762.62,1739.15,1762.62,-,-,24.48,4.11,1.13,
5-September-1991,0.00,0.00,0.00,1810.21,-,-,25.13,4.22,1.10,
6-September-1991,1830.34,1833.96,1810.53,1811.54,-,-,25.15,4.22,1.10,
10-September-1991,1828.17,1833.22,1809.95,1810.71,-,-,24.15,4.22,1.09,
13-September-1991,1819.64,1861.74,1818.54,1861.74,-,-,24.83,4.33,1.06,
16-September-1991,1819.56,1916.79,1891.49,1912.35,-,-,25.51,4.45,1.06,
17-September-1991,1859.02,1878.55,1851.66,1878.55,-,-,25.05,4.35,1.08,
18-September-1991,1891.51,1918.21,1874.17,1876.62,-,-,25.02,4.35,1.08,
20-September-1991,1873.64,1873.64,1830.78,1833.44,-,-,24.45,4.24,1.11,
24-September-1991,1827.13,1827.13,1800.83,1817.26,-,-,24.35,4.21,1.12,
25-September-1991,1817.95,1837.68,1817.72,1818.52,-,-,24.37,4.21,1.11,
26-September-1991,1823.07,1823.07,1784.36,1786.92,-,-,23.94,4.14,1.13,
27-September-1991,1824.73,1870.04,1824.73,1870.04,-,-,25.06,4.33,1.08,
30-September-1991,1895.96,1916.77,1885.28,1885.28,-,-,25.26,4.37,1.07,
1-October-1991,1872.69,1872.69,1850.91,1858.45,-,-,24.90,4.31,1.00,
3-October-1991,1834.03,1834.03,1813.91,1815.62,-,-,24.33,4.17,1.12,
4-October-1991,1789.63,1802.41,1771.47,1773.15,-,-,23.76,4.08,1.14,
7-October-1991,1797.94,1805.21,1779.14,1780.25,-,-,23.85,4.09,1.14,
9-October-1991,1735.87,1735.87,1685.57,1716.53,-,-,23.00,3.94,1.18,
10-October-1991,1742.33,1752.50,1732.04,1752.50,-,-,23.48,4.03,1.16,
11-October-1991,1762.33,1777.74,1761.16,1764.50,-,-,23.64,4.06,1.15,
14-October-1991,1744.12,1744.12,1726.43,1729.30,-,-,23.21,0.00,0.00,
15-October-1991,1714.18,1724.06,1698.63,1724.06,-,-,23.14,3.97,1.17,
16-October-1991,1745.76,1779.04,1745.76,1773.47,-,-,23.80,4.08,1.14,
18-October-1991,1795.39,1803.83,1776.24,1778.91,-,-,23.87,4.10,1.14,
21-October-1991,1751.88,1751.88,1739.19,1740.53,-,-,23.36,4.01,1.16,
22-October-1991,1741.06,1764.24,1740.12,1764.24,-,-,23.67,4.06,1.15,
23-October-1991,1765.66,1779.78,1765.66,1776.25,-,-,23.83,4.09,1.14,
24-October-1991,1808.52,1811.78,1793.78,1793.78,-,-,24.06,4.13,1.13,
26-October-1991,1795.61,1805.52,1794.62,1805.52,-,-,24.22,4.16,1.12,
29-October-1991,1863.75,1893.16,1863.75,1893.16,-,-,24.13,4.33,1.10,
30-October-1991,1878.10,1897.71,1861.85,1861.85,-,-,23.73,4.26,1.12,
31-October-1991,1866.96,1893.27,1866.96,1889.84,-,-,24.09,4.32,1.10,
1-November-1991,1914.12,1917.06,1903.22,1909.80,-,-,24.35,4.37,1.09,
5-November-1991,1927.18,1927.18,1906.48,1917.96,-,-,24.46,4.38,1.08,
8-November-1991,1925.13,1928.61,1902.55,1910.81,-,-,24.36,4.38,1.09,
11-November-1991,0.00,0.00,0.00,1895.53,-,-,24.17,4.33,1.10,
12-November-1991,1886.54,1897.09,1876.12,1878.82,-,-,23.96,4.29,1.11,
13-November-1991,1865.95,1881.50,1858.49,1881.50,-,-,23.99,4.30,1.10,
14-November-1991,1888.55,1904.15,1888.55,1894.67,-,-,24.16,4.33,1.10,
15-November-1991,1885.14,1885.14,1871.86,1879.69,-,-,23.97,4.30,1.11,
18-November-1991,1872.66,1885.92,1862.34,1871.32,-,-,23.86,4.27,1.11,
19-November-1991,1902.88,1924.15,1902.88,1924.15,-,-,24.54,4.39,1.08,
20-November-1991,1944.55,1955.29,1910.02,1910.59,-,-,24.37,4.36,1.09,
22-November-1991,1907.34,1907.34,1881.99,1886.56,-,-,24.06,4.31,1.10,
26-November-1991,1872.90,1890.78,1855.54,1855.94,-,-,23.67,4.23,1.12,
27-November-1991,1871.32,1877.92,1863.26,1864.39,-,-,23.78,4.25,1.12,
28-November-1991,1853.53,1877.14,1853.53,1856.34,-,-,23.68,4.23,1.12,
29-November-1991,1890.77,1903.31,1890.77,1903.31,-,-,24.27,4.33,1.10,
2-December-1991,1918.61,1920.99,1899.55,1904.26,-,-,24.28,4.34,1.09,
3-December-1991,1891.31,1893.36,1881.52,1892.84,-,-,24.23,4.33,1.10,
4-December-1991,1888.90,1895.82,1885.41,1885.44,-,-,24.13,4.31,1.10,
5-December-1991,1871.86,1876.73,1863.56,1876.73,-,-,24.02,4.29,1.11,
6-December-1991,1886.10,1899.50,1880.27,1899.11,-,-,24.30,4.34,1.09,
9-December-1991,1911.82,1917.53,1879.73,1879.73,-,-,24.05,4.30,1.11,
10-December-1991,1870.45,1875.73,1863.47,1872.45,-,-,23.96,4.28,1.11,
11-December-1991,1870.92,1874.21,1860.75,1860.75,-,-,23.81,4.25,1.12,
12-December-1991,1845.19,1860.69,1837.88,1837.88,-,-,23.52,4.20,1.13,
16-December-1991,1813.28,1825.90,1804.81,1825.45,-,-,23.36,4.17,1.14,
17-December-1991,1823.51,1837.03,1813.29,1814.67,-,-,23.22,4.15,1.14,
18-December-1991,1809.73,1835.37,1807.21,1834.78,-,-,23.50,4.20,1.13,
19-December-1991,1848.20,1876.04,1848.20,1875.67,-,-,24.03,4.29,1.10,
20-December-1991,1870.23,1895.11,1870.23,1873.28,-,-,24.00,4.29,1.11,
23-December-1991,1890.69,1915.58,1886.03,1915.12,-,-,24.53,4.38,1.08,
24-December-1991,1839.18,1946.28,1908.85,1908.85,-,-,24.46,4.37,1.08,
1-January-1992,0.00,0.00,0.00,1957.33,-,-,25.08,4.48,1.06,
2-January-1992,1965.68,1973.59,1960.90,1969.16,-,-,25.23,4.51,1.05,
3-January-1992,2006.66,2007.22,1993.77,1996.50,-,-,25.59,4.57,1.04,
6-January-1992,2000.49,2005.53,1966.39,1967.55,-,-,25.22,4.50,1.05,
7-January-1992,1961.46,1963.53,1949.38,1963.53,-,-,25.16,4.49,1.05,
8-January-1992,1946.95,1953.83,1945.48,1949.31,-,-,24.99,4.46,1.06,
9-January-1992,1950.99,1976.16,1948.15,1972.53,-,-,25.28,4.51,1.05,
13-January-1992,1973.51,2006.84,1972.16,1998.88,-,-,25.62,4.58,1.04,
14-January-1992,1981.87,1998.07,1976.54,1998.07,-,-,25.61,4.57,1.04,
15-January-1992,2018.15,2024.62,2012.62,2020.18,-,-,25.89,4.62,1.03,
16-January-1992,2003.31,2021.62,1997.86,2002.60,-,-,25.66,4.58,1.03,
17-January-1992,2079.23,2118.15,2066.50,2115.89,-,-,27.08,4.84,0.98,
20-January-1992,2094.54,2114.27,2094.27,2107.07,-,-,26.97,4.82,0.98,
21-January-1992,2119.35,2157.87,2107.64,2115.71,-,-,27.08,4.84,0.98,
22-January-1992,2103.58,2135.74,2103.58,2132.82,-,-,27.30,4.88,0.97,
23-January-1992,2181.90,2184.99,2145.87,2150.41,-,-,27.52,4.92,0.96,
24-January-1992,2146.61,2153.79,2134.91,2139.33,-,-,27.38,4.89,0.97,
27-January-1992,2144.03,2181.35,2142.60,2172.11,-,-,27.80,4.97,0.95,
29-January-1992,2209.45,2214.22,2186.60,2214.22,-,-,28.34,5.06,0.94,
30-January-1992,2275.13,2300.27,2254.87,2299.77,-,-,29.44,5.26,0.90,
31-January-1992,2300.10,2329.95,2300.10,2302.54,-,-,29.48,5.26,0.90,
3-February-1992,0.00,0.00,0.00,2272.81,-,-,28.89,5.16,0.92,
4-February-1992,2257.09,2278.82,2253.94,2278.72,-,-,28.97,5.17,0.92,
5-February-1992,2284.84,2289.41,2284.02,2288.43,-,-,29.10,5.20,0.91,
6-February-1992,2289.76,2314.32,2289.76,2309.36,-,-,29.36,5.24,0.90,
7-February-1992,2307.02,2315.20,2193.27,2194.48,-,-,27.90,4.98,0.95,
10-February-1992,2209.65,2278.40,2209.65,2273.47,-,-,28.90,5.16,0.92,
12-February-1992,2334.32,2337.75,2298.03,2305.38,-,-,29.31,5.23,0.91,
13-February-1992,2303.11,2331.22,2303.11,2322.79,-,-,29.53,5.27,0.90,
17-February-1992,2384.03,2491.68,2384.03,2437.30,-,-,30.99,5.53,0.86,
18-February-1992,2476.26,2478.44,2402.52,2403.78,-,-,30.56,5.45,0.87,
19-February-1992,2407.54,2407.54,2350.08,2382.07,-,-,30.28,5.41,0.88,
20-February-1992,2422.15,2468.97,2414.45,2449.06,-,-,31.12,5.56,0.85,
21-February-1992,2421.54,2454.89,2417.71,2454.66,-,-,31.19,5.57,0.85,
24-February-1992,2478.88,2497.97,2467.80,2491.27,-,-,31.65,5.66,0.84,
26-February-1992,2586.34,2640.53,2586.34,2617.52,-,-,33.26,5.94,0.80,
27-February-1992,2674.86,2754.06,2674.86,2741.73,-,-,34.89,6.22,0.76,
28-February-1992,2785.20,2787.60,2759.11,2759.22,-,-,35.06,6.26,0.76,
29-February-1992,2883.94,3049.90,2883.94,3017.68,-,-,38.35,6.85,0.69,
2-March-1992,3273.47,3333.25,3273.47,3333.25,-,-,42.37,7.57,0.63,
3-March-1992,3323.60,3479.33,3314.53,3472.78,-,-,44.14,7.88,0.60,
9-March-1992,0.00,0.00,0.00,3547.61,-,-,45.10,8.05,0.59,
10-March-1992,3480.74,3480.74,3261.00,3316.03,-,-,42.15,7.53,0.63,
11-March-1992,3137.95,3173.19,3069.49,3163.68,-,-,40.22,7.18,0.66,
12-March-1992,3178.14,3306.17,3178.14,3241.97,-,-,41.21,7.36,0.64,
13-March-1992,3299.74,3346.26,3259.36,3259.36,-,-,41.43,7.40,0.64,
16-March-1992,3305.62,3385.99,2949.70,3250.70,-,-,41.31,7.38,0.64,
17-March-1992,3296.41,3296.41,3197.51,3198.78,-,-,40.66,7.26,0.65,
18-March-1992,3212.66,3212.66,3126.45,3128.01,-,-,39.76,7.10,0.67,
20-March-1992,3135.88,3243.53,3135.88,3243.53,-,-,41.23,7.36,0.64,
24-March-1992,3521.25,3688.53,3521.25,3669.58,-,-,46.64,8.33,0.57,
25-March-1992,3655.00,3807.64,3655.00,3802.17,-,-,48.32,8.63,0.55,
27-March-1992,3672.99,3800.83,3655.12,3791.18,-,-,48.17,8.61,0.55,
30-March-1992,4112.23,4159.53,4091.43,4091.43,-,-,51.98,9.29,0.51,
31-March-1992,4172.21,4318.95,4172.21,4285.00,-,-,54.45,9.73,0.49,
2-April-1992,4546.58,4546.58,4387.86,4387.86,-,-,55.76,9.96,0.48,
3-April-1992,4120.45,4241.07,4026.77,4238.25,-,-,53.87,9.62,0.49,
6-April-1992,4150.74,4150.74,4062.57,4062.57,-,-,51.63,9.22,0.51,
7-April-1992,3988.28,4023.11,3930.64,4023.11,-,-,51.14,9.13,0.52,
8-April-1992,4062.31,4341.27,4062.31,4333.57,-,-,55.09,9.84,0.48,
10-April-1992,4328.63,4338.75,4266.26,4306.43,-,-,54.75,9.78,0.48,
13-April-1992,4266.68,4307.21,4163.02,4163.02,-,-,52.92,9.45,0.50,
22-April-1992,0.00,0.00,0.00,4467.32,-,-,57.42,10.25,0.46,
28-April-1992,4109.84,4112.78,3896.90,3896.90,-,-,50.08,8.95,0.53,
29-April-1992,3727.18,3750.07,3611.11,3674.41,-,-,46.59,8.45,0.58,
30-April-1992,3637.17,3887.72,3636.02,3887.72,-,-,49.30,8.94,0.55,
6-May-1992,3531.21,3579.87,3460.60,3560.72,-,-,45.15,8.38,0.60,
7-May-1992,3651.01,3710.86,3651.01,3658.00,-,-,46.39,8.41,0.59,
11-May-1992,3556.94,3566.07,3407.54,3420.05,-,-,43.38,7.86,0.63,
12-May-1992,3273.82,3307.71,3080.43,3086.37,-,-,39.15,7.09,0.69,
13-May-1992,3283.16,3493.47,3283.16,3431.13,-,-,43.52,7.89,0.62,
14-May-1992,3407.85,3407.85,3335.48,3394.48,-,-,43.05,7.80,0.63,
18-May-1992,3475.12,3527.21,3454.13,3456.16,-,-,43.83,7.94,0.62,
19-May-1992,3490.91,3574.92,3481.82,3568.67,-,-,45.27,8.20,0.60,
20-May-1992,3499.27,3562.36,3495.29,3559.28,-,-,45.15,8.18,0.60,
22-May-1992,3378.88,3442.65,3376.12,3435.07,-,-,43.57,7.90,0.62,
25-May-1992,3432.43,3432.43,3399.92,3406.29,-,-,43.21,7.83,0.63,
26-May-1992,3349.11,3352.43,3271.13,3298.74,-,-,41.85,7.58,0.65,
27-May-1992,3307.02,3307.02,3111.07,3144.79,-,-,39.89,7.23,0.68,
28-May-1992,3002.42,3072.43,2963.49,3072.48,-,-,39.72,7.20,0.68,
29-May-1992,3050.19,3070.60,2987.69,3006.08,-,-,38.88,7.05,0.70,
1-June-1992,2958.39,3003.83,2928.10,3001.24,-,-,38.82,7.03,0.70,
2-June-1992,3014.07,3147.20,3014.07,3133.83,-,-,40.53,7.34,0.67,
3-June-1992,3120.37,3192.45,3092.45,3101.66,-,-,40.11,7.27,0.68,
4-June-1992,3016.83,3018.64,2993.68,3004.92,-,-,38.86,7.04,0.70,
5-June-1992,2983.22,3086.99,2983.22,3086.74,-,-,39.92,7.23,0.68,
8-June-1992,3063.22,3113.66,3063.22,3100.66,-,-,39.48,7.16,0.69,
9-June-1992,3127.57,3198.77,3127.57,3154.23,-,-,40.16,7.28,0.68,
10-June-1992,3139.94,3193.17,3139.46,3140.80,-,-,39.89,7.24,0.68,
25-June-1992,3097.48,3102.44,3081.32,3081.32,-,-,39.13,7.10,0.70,
26-June-1992,0.00,0.00,0.00,3080.54,-,-,39.12,7.10,0.70,
15-July-1992,2972.96,2972.96,2912.92,2912.92,-,-,36.99,6.71,0.74,
16-July-1992,2890.75,2891.81,2797.92,2809.69,-,-,33.75,6.27,0.83,
17-July-1992,2795.31,2807.96,2761.45,2806.31,-,-,33.72,6.26,0.84,
20-July-1992,2794.95,2864.05,2794.42,2855.43,-,-,34.31,6.37,0.82,
21-July-1992,2839.17,2870.59,2837.07,2870.59,-,-,34.50,6.40,0.82,
22-July-1992,2857.01,2881.94,2814.26,2818.12,-,-,38.86,6.29,0.83,
23-July-1992,2784.04,2784.04,2677.07,2678.34,-,-,31.72,5.92,0.88,
27-July-1992,2740.74,2807.41,2737.65,2804.15,-,-,33.20,6.18,0.84,
28-July-1992,2858.25,2872.71,2822.24,2830.57,-,-,33.52,6.24,0.84,
29-July-1992,2796.53,2805.99,2752.94,2755.25,-,-,32.68,5.94,0.86,
30-July-1992,2733.86,2733.86,2680.69,2698.83,-,-,32.01,5.82,0.88,
31-July-1992,2717.56,2727.06,2698.75,2727.06,-,-,32.34,5.88,0.87,
3-August-1992,2721.02,2730.82,2697.04,2722.65,-,-,32.28,5.83,0.87,
4-August-1992,2699.45,2700.26,2676.82,2686.49,-,-,31.85,5.75,0.89,
5-August-1992,2676.50,2681.42,2628.20,2630.23,-,-,31.19,5.63,0.91,
6-August-1992,2594.45,2595.37,2529.59,2529.59,-,-,29.80,5.31,0.95,
7-August-1992,2568.81,2605.19,2568.81,2590.68,-,-,30.52,5.44,0.93,
10-August-1992,2598.77,2668.98,2597.50,2668.25,-,-,31.44,5.60,0.90,
11-August-1992,2706.46,2732.34,2686.99,2693.42,-,-,31.73,5.66,0.90,
12-August-1992,2638.05,2679.35,2638.05,2678.83,-,-,31.56,5.63,0.90,
14-August-1992,2720.53,2795.18,2720.53,2795.18,-,-,32.99,5.88,0.86,
17-August-1992,2830.07,2892.68,2830.07,2889.08,-,-,34.09,6.08,0.83,
18-August-1992,2875.61,2921.53,2869.41,2921.53,-,-,34.48,6.15,0.82,
